,Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Value
2433,Lithuania,European Union,2009,5.4,6.7,193.3095,12.97,95,94,26.3,98,98,0.08,10700,3.16,2.8,2.9,11.5,1,0,72.9,148.9605
2434,Singapore,Asia,2011,2.2,2.8,57.001,1.89,96,96,23.6,96,96,0.1,50714,5.18,2.1,2.1,11.2,0,1,81.7,31.45685
2435,Gabon,Africa,2009,42.9,64.2,286.1745,8.12,79,64,24.6,74,76,2.03,6635,1.57,6.7,6.5,7.4,0,1,60.6,21.907396
2436,Belize,Central America and Caribbean,2012,15.2,17.7,181.47,6.35,98,93,28.6,98,98,0.37,4734,0.34,3.5,3.4,10.5,0,1,73.0,20.03158
2437,Kyrgyz Republic,Asia,2000,42.5,49.8,223.7235,5.33,44,65,24.7,99,99,0.02,718,4.9,3.6,3.6,9.8,0,1,68.6,81.33146
2438,"Micronesia, Fed. Sts.",Oceania,2004,28.7,34.8,179.2125,2.03,80,65,29.0,82,78,0.17,2949,0.11,0.2,0.2,5.8,0,1,65.3,86.697105
2439,Sweden,European Union,2004,3.1,3.7,66.1935,6.51,60,95,25.4,99,99,0.08,44891,8.99,1.3,1.3,12.3,1,0,80.5,121.30831
2440,Mexico,North America,2004,20.2,23.9,124.359,5.0,98,97,27.1,98,98,0.15,8801,104.51,1.8,1.8,7.4,0,1,75.2,26.794657
2441,Niger,Africa,2002,90.1,204.5,289.5665,0.088,72,64,20.9,43,39,0.38,418,12.19,12.5,12.5,1.2,0,1,51.3,6.2918744
2442,Eswatini,Africa,2012,50.6,66.0,459.807,6.49,95,52,26.5,92,95,15.74,3513,1.08,4.8,4.9,6.1,0,1,49.9,30.835009
2443,Malta,European Union,2004,6.2,7.1,60.357,6.61,85,31,27.0,89,89,0.08,17653,0.4,0.7,0.7,8.6,1,0,79.3,86.86675
2444,Equatorial Guinea,Africa,2010,79.1,111.2,329.7845,8.96,46,64,23.5,61,44,4.42,13841,0.94,9.0,9.0,5.5,0,1,55.6,10.113719
2445,Montenegro,Rest of Europe,2010,5.7,6.7,114.563,9.94,90,97,26.1,93,94,0.03,5982,0.62,2.0,2.0,11.1,0,1,76.0,187.56114
2446,Syrian Arab Republic,Middle East,2010,16.2,18.9,159.176,0.77,84,82,27.7,83,80,0.13,1701,21.36,6.4,6.1,6.3,0,1,72.1,39.059708
2447,Guinea,Africa,2004,86.5,139.5,325.874,0.34,57,64,22.1,65,60,1.16,655,8.93,9.5,9.5,1.6,0,1,52.5,21.92476
2448,Cuba,Central America and Caribbean,2014,4.6,5.8,90.569,4.54,97,98,25.5,99,99,0.16,7379,11.31,3.4,3.3,11.2,0,1,78.5,107.000824
2449,Argentina,South America,2003,15.8,17.7,134.5355,7.62,73,80,26.4,95,96,0.15,9630,38.09,1.2,1.0,9.3,0,1,74.1,81.072105
2450,Norway,Rest of Europe,2006,3.2,3.9,69.5825,6.47,88,91,26.1,94,94,0.03,74190,4.66,0.8,0.7,12.5,1,0,80.3,102.18071
2451,Barbados,Central America and Caribbean,2012,13.6,14.7,102.8345,8.9,87,90,27.5,88,87,0.33,16505,0.28,3.8,3.8,10.5,0,1,78.5,30.86517
2452,Rwanda,Africa,2008,50.2,76.3,272.418,7.51,97,87,21.5,97,97,1.22,554,9.52,6.7,6.6,3.2,0,1,60.6,29.600357
2453,Bangladesh,Asia,2002,57.0,76.5,162.2605,0.003,75,63,20.4,83,83,0.01,687,132.48,2.5,21.1,4.3,0,1,66.4,50.900208
2454,Timor-Leste,Oceania,2012,47.5,56.3,157.265,0.48,83,64,20.9,83,83,0.09,1271,1.13,11.2,11.3,4.5,0,1,67.7,52.350677
2455,North Macedonia,Rest of Europe,2003,12.8,14.4,118.556,5.18,74,97,25.8,96,96,0.08,3301,2.03,2.7,2.7,7.5,0,1,73.2,178.39888
2456,Tonga,Oceania,2004,13.0,15.1,151.8725,1.79,99,99,31.5,99,90,0.17,3899,0.1,0.1,0.1,9.2,0,1,69.8,84.41103
2457,Kuwait,Middle East,2007,9.5,11.1,78.3145,0.029,99,90,28.8,99,99,0.13,41171,2.5,3.2,3.1,6.3,0,1,73.8,29.042557
2458,Iceland,Rest of Europe,2015,1.8,2.3,55.359,7.66,88,94,26.2,92,92,0.05,52952,0.33,1.0,0.9,12.2,1,0,82.5,76.14799
2459,Greece,European Union,2002,4.9,5.6,80.4475,8.22,91,77,26.8,92,92,0.04,19997,10.9,0.8,0.8,9.1,1,0,78.6,167.83725
2460,Mozambique,Africa,2003,95.3,145.0,436.671,0.6,76,64,21.8,67,85,3.5,353,19.33,4.0,3.9,2.6,0,1,49.9,21.486435
2461,Netherlands,European Union,2002,4.9,5.9,80.574,9.72,88,96,25.1,97,97,0.06,40914,16.15,1.1,1.0,11.1,1,0,78.3,148.83954
2462,Jamaica,Central America and Caribbean,2012,14.6,17.0,135.5585,3.02,96,76,27.2,96,96,0.56,4888,2.84,1.8,1.7,9.2,0,1,74.0,33.46559
2463,Senegal,Africa,2012,39.2,58.7,200.5,0.19,91,33,22.8,83,91,0.14,1146,13.4,1.0,9.9,2.6,0,1,65.4,12.8308735
2464,Togo,Africa,2015,50.8,75.9,271.709,1.36,88,64,23.5,82,88,0.72,571,7.32,6.5,6.2,4.7,0,1,59.9,22.169296
2465,Libya,Africa,2001,23.4,27.3,143.011,0.002,93,81,26.9,94,94,0.05,10392,5.44,5.6,5.5,5.8,0,1,71.0,34.74224
2466,Paraguay,South America,2006,24.5,29.3,158.8465,5.92,92,61,25.6,98,98,0.16,4049,5.91,2.2,2.2,7.1,0,1,71.9,45.368076
2467,Syrian Arab Republic,Middle East,2002,18.2,21.4,120.151,0.9,80,84,27.0,86,84,0.13,1353,17.08,6.6,6.5,4.7,0,1,73.7,44.210022
2468,Malta,European Union,2014,5.8,6.6,52.6155,7.14,90,94,27.1,99,99,0.08,23286,0.43,0.8,0.8,11.1,1,0,82.0,77.338264
2469,Tonga,Oceania,2003,13.4,15.6,153.4715,1.79,85,96,31.4,98,90,0.17,4020,0.1,0.1,0.1,9.2,0,1,69.8,87.20178
2470,Trinidad and Tobago,Central America and Caribbean,2003,23.9,27.0,188.848,5.44,76,73,26.2,91,91,0.4,13552,1.28,6.4,6.9,9.5,0,1,70.2,51.413902
2471,Argentina,South America,2008,13.7,15.3,126.9785,8.42,90,88,26.9,94,93,0.15,13311,40.08,1.0,0.9,8.9,0,1,75.0,74.945404
2472,Finland,European Union,2010,2.5,3.0,87.05,9.72,88,92,26.0,99,99,0.08,43564,5.36,0.9,0.8,12.3,1,0,79.9,81.95635
2473,Spain,European Union,2005,3.8,4.7,75.851,11.92,96,92,26.2,96,96,0.09,26146,43.65,0.6,0.5,8.9,1,0,80.2,118.282234
2474,United Kingdom,Rest of Europe,2000,5.6,6.5,88.0225,10.82,88,86,26.3,91,91,0.08,39229,58.89,0.7,0.5,11.7,1,0,77.7,185.94789
2475,Luxembourg,European Union,2013,2.3,2.8,66.6085,11.25,94,86,26.2,99,99,0.1,105339,0.54,0.9,0.9,11.8,1,0,81.8,84.89141
2476,Madagascar,Africa,2013,43.4,62.7,227.7835,0.85,74,64,21.2,72,74,0.2,463,22.96,7.3,7.2,6.1,0,1,64.7,12.881381
2477,Mongolia,Asia,2007,28.1,34.1,245.3935,9.12,98,97,25.0,99,95,0.02,2411,2.59,2.2,2.4,8.9,0,1,66.0,72.9041
2478,Australia,Oceania,2004,4.8,5.8,67.92,9.84,95,85,26.6,92,92,0.05,49439,20.13,0.7,0.6,11.8,1,0,80.5,63.928173
2479,Cabo Verde,Africa,2007,23.3,27.8,135.8385,5.4,96,95,24.0,98,98,0.27,2922,0.48,8.1,8.0,4.6,0,1,70.7,11.81876
2480,Georgia,Rest of Europe,2014,9.7,10.9,158.8825,6.49,91,87,27.3,91,91,0.14,3903,3.72,2.7,2.8,12.6,0,1,72.7,157.69194
2481,Sri Lanka,Asia,2001,13.7,16.0,152.664,1.68,86,52,21.6,98,98,0.02,1880,18.91,15.4,15.6,10.2,0,1,72.2,46.68558
2482,Bahrain,Middle East,2006,8.8,10.2,75.8375,1.94,98,99,25.2,98,98,0.05,22069,0.96,6.1,5.9,8.4,0,1,75.5,32.73859
2483,Ecuador,South America,2001,23.4,28.0,156.506,4.19,69,95,25.4,90,89,0.22,4299,12.91,1.6,1.5,7.0,0,1,73.1,19.505827
2484,Estonia,European Union,2015,2.4,3.1,116.351,16.72,91,92,26.4,93,93,0.08,17402,1.32,1.9,1.9,12.7,1,0,77.6,105.90307
2485,Algeria,Africa,2001,33.3,38.9,136.2,0.23,81,73,24.4,89,89,0.01,3163,31.45,6.4,6.3,6.1,0,1,71.1,36.126205
2486,El Salvador,Central America and Caribbean,2008,18.3,21.4,200.807,2.59,98,79,26.9,98,98,0.25,3364,6.13,1.8,1.7,6.4,0,1,70.8,15.960316
2487,Turkmenistan,Asia,2011,36.7,42.5,197.405,2.88,97,99,25.9,97,97,0.08,4811,5.17,3.2,3.3,9.9,0,1,66.9,52.049877
2488,Thailand,Asia,2008,12.8,14.9,165.9995,7.54,98,91,23.6,99,99,0.27,4884,66.53,8.5,8.6,7.3,0,1,73.3,70.101006
2489,Seychelles,Africa,2007,11.9,13.8,159.664,7.25,99,99,26.0,99,99,3.5,12702,0.09,5.9,6.3,7.9,0,1,73.1,77.1493
2490,Bhutan,Asia,2014,28.5,34.6,212.0515,0.21,99,92,23.7,98,99,0.13,2613,0.72,15.7,16.2,3.1,0,1,70.0,28.805738
2491,Cuba,Central America and Caribbean,2010,5.1,6.4,94.886,4.28,96,98,25.2,99,96,0.15,6759,11.23,3.4,3.2,11.0,0,1,78.3,104.9987
2492,Spain,European Union,2010,3.1,3.8,64.95,8.94,97,92,26.2,97,97,0.09,25703,46.58,0.6,0.5,9.4,1,0,81.6,102.475845
2493,Mexico,North America,2013,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9,24.072319
2494,"Iran, Islamic Rep.",Middle East,2009,17.4,20.4,112.6595,0.027,99,65,25.7,99,99,0.1,5255,72.92,7.7,7.9,8.8,0,1,73.5,30.572018
2495,Tunisia,Africa,2000,25.0,29.9,111.903,1.2,94,98,25.1,97,97,0.01,2881,9.71,6.6,6.5,4.9,0,1,73.2,68.70137
2496,Bulgaria,European Union,2003,12.5,15.1,153.633,10.92,96,89,25.5,96,96,0.02,4519,7.78,2.3,2.4,10.1,1,0,72.1,213.57101
2497,Estonia,European Union,2006,5.2,6.6,184.2685,17.87,95,98,25.9,95,95,0.08,16155,1.35,2.1,2.2,12.2,1,0,72.7,156.21103
2498,"Congo, Rep.",Africa,2011,41.7,59.7,296.2345,1.9,70,64,22.9,69,82,1.99,2408,4.39,8.0,7.6,6.2,0,1,60.8,20.74606
2499,India,Asia,2001,64.4,88.1,218.9925,0.98,67,34,20.7,58,59,0.27,781,1075.0,27.5,28.5,4.5,0,1,62.9,56.027657
2500,Indonesia,Asia,2003,36.4,45.5,191.3535,0.05,64,21,21.9,80,71,0.19,2035,220.31,1.9,11.0,7.2,0,1,66.6,65.97949
2501,Guinea,Africa,2013,70.5,110.7,275.624,0.25,63,64,22.8,49,63,0.71,750,10.89,7.7,7.6,2.6,0,1,58.4,19.51211
2502,Afghanistan,Asia,2011,61.8,84.0,245.3,0.01,68,31,22.8,68,68,0.02,512,30.12,18.2,18.2,3.3,0,1,61.6,26.563766
2503,Ecuador,South America,2008,17.7,20.8,138.1625,4.12,93,94,26.2,94,96,0.17,5281,14.54,1.3,1.2,7.9,0,1,74.7,20.154652
2504,Jordan,Middle East,2007,18.7,21.9,119.304,0.56,98,97,28.3,98,98,0.13,4679,6.26,3.8,3.8,9.8,0,1,72.9,30.283005
2505,Portugal,European Union,2006,3.4,4.4,94.1855,11.81,97,95,25.8,97,97,0.18,19501,10.52,0.7,0.5,7.6,1,0,78.4,81.5794
2506,Guinea-Bissau,Africa,2014,62.1,95.7,274.1415,3.07,87,64,23.3,84,87,1.59,584,1.69,7.3,7.1,2.9,0,1,56.6,13.306744
2507,Burundi,Africa,2009,62.9,97.1,326.7455,4.49,94,57,21.3,96,94,0.59,308,8.4,7.8,7.8,2.6,0,1,56.5,12.203612
2508,Sao Tome and Principe,Central America and Caribbean,2004,42.1,60.4,211.171,5.92,70,71,23.9,99,96,0.75,1154,0.15,7.2,7.2,4.4,0,1,64.0,13.967847
2509,Belgium,European Union,2010,3.6,4.4,80.8845,10.27,97,83,25.9,98,98,0.08,39778,10.9,0.9,0.9,11.1,1,0,80.2,134.48145
2510,Pakistan,Asia,2004,77.9,98.1,182.265,0.014,65,33,22.9,67,65,0.13,1129,156.66,21.4,21.8,4.3,0,1,63.7,65.25597
2511,Philippines,Asia,2015,23.4,29.6,199.7365,4.52,75,57,23.1,79,60,0.1,3001,102.11,1.0,9.7,9.3,0,1,70.6,65.197174
2512,Poland,European Union,2014,4.3,5.0,113.623,10.45,96,95,26.5,94,98,0.08,12059,38.01,1.9,2.1,11.3,1,0,77.6,136.24638
2513,Georgia,Rest of Europe,2009,13.9,15.6,174.0635,6.26,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1,71.2,166.38844
2514,Fiji,Oceania,2008,20.2,23.8,202.2175,1.96,99,94,27.0,99,99,0.06,4532,0.85,4.0,3.7,9.4,0,1,66.5,72.840576
2515,Lithuania,European Union,2014,4.0,4.9,167.375,14.9,94,92,26.4,93,93,0.09,13850,2.93,2.6,2.7,13.0,1,0,74.5,143.63924
2516,Namibia,Africa,2005,39.4,70.6,497.9455,1.97,83,64,23.4,86,86,8.45,3681,1.94,13.1,13.1,6.0,0,1,50.9,49.85779
2517,Somalia,Africa,2007,103.0,170.1,334.038,0.0003,42,64,22.6,40,40,0.13,250,11.08,7.3,7.1,2.1,0,1,53.0,21.19596
2518,Guatemala,Central America and Caribbean,2007,32.0,39.4,188.8115,2.36,85,83,25.7,85,85,0.16,3574,13.48,1.3,1.3,3.9,0,1,70.4,13.980473
2519,"Congo, Dem. Rep.",Africa,2011,81.3,109.9,277.445,4.19,74,64,21.6,77,74,0.49,418,66.76,1.2,1.0,5.6,0,1,57.4,12.538636
2520,New Zealand,Oceania,2001,5.9,7.2,82.092,8.69,90,86,26.8,82,90,0.02,31745,3.88,0.3,0.3,11.6,1,0,78.7,87.84438
2521,Pakistan,Asia,2009,71.5,89.1,172.1295,0.035,78,30,23.3,52,71,0.13,1246,175.53,2.5,2.9,4.5,0,1,65.0,56.29258
2522,Japan,Asia,2002,3.0,4.1,70.123,7.86,83,86,22.5,89,96,0.17,31416,127.45,1.7,1.4,10.9,1,0,81.6,104.813515
2523,Vietnam,Asia,2010,18.3,22.9,131.235,2.26,88,65,21.0,94,93,0.17,2016,87.97,14.5,15.4,7.5,0,1,74.8,75.77085
2524,Ethiopia,Africa,2008,59.8,91.6,293.293,0.32,52,64,20.2,63,54,0.44,391,82.92,11.2,1.9,2.2,0,1,59.6,6.572899
2525,Turkmenistan,Asia,2001,54.7,66.0,233.3245,2.36,96,94,24.8,94,95,0.08,2363,4.56,3.6,3.5,9.9,0,1,63.8,61.616524
2526,Senegal,Africa,2007,48.2,79.4,229.0005,0.34,94,33,22.6,93,94,0.36,1132,11.69,11.0,1.9,2.4,0,1,62.1,13.671573
2527,Bahrain,Middle East,2010,7.3,8.5,71.212,1.96,99,98,25.0,99,99,0.05,20982,1.24,6.0,5.9,8.4,0,1,76.1,26.026901
2528,Costa Rica,Central America and Caribbean,2002,10.1,12.1,97.533,4.16,94,86,26.0,94,94,0.14,7940,4.1,2.2,2.2,8.0,0,1,77.7,29.57639
2529,Comoros,Africa,2008,65.3,89.5,251.6725,0.12,81,64,23.6,81,81,0.02,1183,0.66,7.2,7.1,3.7,0,1,61.1,21.928522
2530,Japan,Asia,2012,2.2,3.0,58.395,8.5,83,92,22.7,99,97,0.17,33518,127.63,1.9,1.7,12.0,1,0,83.1,105.334854
2531,Zimbabwe,Africa,2002,50.7,92.6,719.3605,2.39,73,64,23.3,73,71,11.04,1559,11.95,1.2,1.3,6.9,0,1,43.5,53.97093
2532,Austria,European Union,2008,3.8,4.5,74.9395,12.03,83,62,25.3,83,83,0.08,44440,8.32,1.7,1.9,11.5,1,0,80.4,101.79525
2533,Mali,Africa,2007,83.3,145.4,291.4325,0.56,74,64,22.3,76,74,0.65,697,13.65,9.4,9.3,1.8,0,1,53.6,11.825848
2534,Romania,European Union,2015,7.7,9.2,128.603,9.45,90,80,26.7,89,89,0.04,8969,19.82,2.5,2.7,10.9,1,0,74.9,132.23338
2535,El Salvador,Central America and Caribbean,2004,22.4,26.6,211.067,2.78,90,80,26.5,90,90,0.32,3072,6.02,1.9,1.8,5.8,0,1,69.9,15.576562
2536,Eswatini,Africa,2011,51.5,73.4,483.806,6.89,91,92,26.4,85,91,15.78,3356,1.07,5.1,5.2,5.9,0,1,48.1,31.551706
2537,Israel,Middle East,2004,4.7,5.8,69.781,2.44,99,97,26.5,95,95,0.08,28151,6.81,1.1,1.1,12.2,1,0,80.1,56.53644
2538,Ghana,Africa,2001,62.1,95.7,300.102,1.85,80,55,22.7,81,79,1.66,1056,19.76,9.0,9.0,6.2,0,1,57.2,12.451561
2539,Papua New Guinea,Oceania,2010,44.9,57.9,234.9045,0.73,56,65,25.0,61,67,0.37,2235,7.31,1.4,1.3,4.0,0,1,62.0,43.79455
2540,St. Lucia,Central America and Caribbean,2005,16.0,18.4,159.182,12.87,95,83,27.8,95,95,0.4,9665,0.16,4.4,4.4,7.5,0,1,74.1,33.833866
2541,Haiti,Central America and Caribbean,2015,52.8,69.9,243.6235,2.78,64,83,25.2,64,60,0.67,1387,10.7,3.9,3.9,5.2,0,1,62.5,17.674417
2542,China,Asia,2008,14.8,18.5,97.3465,4.27,95,95,23.0,99,97,0.1,4712,1324.66,4.5,4.0,7.0,0,1,73.8,138.13501
2543,Ecuador,South America,2003,21.5,25.4,152.0585,4.04,82,95,25.7,97,87,0.2,4441,13.37,1.5,1.4,7.1,0,1,73.6,20.085976
2544,South Africa,Africa,2002,47.9,74.3,487.278,7.47,72,46,26.3,70,70,12.12,5116,46.15,14.5,17.1,8.5,0,1,54.3,62.146072
2545,Mozambique,Africa,2009,72.7,107.3,388.763,0.69,74,64,22.3,74,74,3.5,463,22.89,3.7,3.6,3.1,0,1,51.7,23.85603
2546,"Bahamas, The",Central America and Caribbean,2010,13.3,15.6,167.804,9.21,98,83,27.5,97,99,0.49,32248,0.35,2.5,2.5,10.9,0,1,72.1,27.01505
2547,Kiribati,Oceania,2000,51.7,68.1,222.442,0.56,90,35,28.7,90,90,0.17,1554,0.08,0.2,0.2,6.8,0,1,63.1,142.17479
2548,North Macedonia,Rest of Europe,2012,9.0,10.1,101.497,3.54,98,97,26.4,97,95,0.08,4408,2.06,2.2,2.2,9.3,0,1,74.9,171.85892
2549,United Arab Emirates,Middle East,2003,8.9,10.3,89.586,1.57,92,92,27.4,94,94,0.13,57932,3.71,5.2,5.0,8.7,0,1,75.0,18.830074
2550,Equatorial Guinea,Africa,2002,101.7,147.1,331.213,7.12,46,64,22.8,45,36,3.61,8004,0.66,1.4,1.3,5.4,0,1,53.8,13.746152
2551,Denmark,European Union,2013,3.5,4.1,72.3825,9.44,88,86,25.3,94,94,0.04,51832,5.61,1.1,0.9,13.2,1,0,80.3,167.79929
2552,Haiti,Central America and Caribbean,2012,56.4,75.6,252.566,2.43,60,83,24.8,66,67,0.78,1329,10.25,3.9,3.9,4.9,0,1,61.3,17.542791
2553,Syrian Arab Republic,Middle East,2009,16.1,18.8,144.074,0.76,84,82,27.6,83,80,0.13,1629,21.21,6.4,6.2,6.6,0,1,72.9,39.033707
2554,Tunisia,Africa,2008,16.6,19.4,100.8905,1.28,99,99,25.7,99,99,0.04,3806,10.41,6.3,6.3,6.3,0,1,74.7,69.87969
2555,Italy,European Union,2003,4.1,4.8,70.0145,9.3,95,83,25.5,97,96,0.09,32897,57.31,0.5,0.5,8.9,1,0,80.0,125.49155
2556,Samoa,Oceania,2004,16.6,19.4,157.807,3.62,54,45,30.9,35,55,0.17,3678,0.18,0.2,0.2,9.3,0,1,70.1,71.79604
2557,Zambia,Africa,2009,52.9,83.6,412.802,3.05,94,39,22.1,93,94,5.93,1134,13.22,6.7,6.6,6.5,0,1,54.1,18.934406
2558,Vietnam,Asia,2006,19.4,24.4,135.3425,1.35,93,65,20.6,94,94,0.22,1651,84.62,15.1,15.9,6.6,0,1,74.3,73.42826
2559,Ecuador,South America,2009,17.0,19.9,135.975,4.2,91,99,26.4,91,94,0.16,5225,14.77,1.3,1.2,7.9,0,1,74.9,19.1539
2560,France,European Union,2008,3.2,4.4,86.635,12.53,47,65,25.0,99,98,0.11,36357,64.37,0.6,0.6,10.7,1,0,81.2,90.52747
2561,"Egypt, Arab Rep.",Africa,2002,33.5,41.5,173.8735,0.14,97,64,27.9,97,97,0.13,2665,71.49,3.4,3.4,5.1,0,1,69.0,57.52595
2562,Norway,Rest of Europe,2005,3.3,4.1,72.1705,6.37,88,91,26.0,91,91,0.03,73037,4.62,0.8,0.7,12.4,1,0,80.0,106.14643
2563,Vietnam,Asia,2004,20.4,25.6,136.4285,1.13,94,65,20.3,96,96,0.25,1462,83.06,15.4,16.1,6.2,0,1,73.9,72.20293
2564,St. Lucia,Central America and Caribbean,2010,17.3,19.7,145.0685,10.33,97,83,28.7,97,97,0.4,10151,0.17,4.3,4.3,8.4,0,1,74.9,29.960182
2565,Samoa,Oceania,2000,18.1,21.2,176.802,3.0,89,46,30.5,98,95,0.17,3059,0.17,0.2,0.2,8.8,0,1,68.7,72.76107
2566,Latvia,European Union,2005,8.6,10.5,221.1375,9.92,99,99,25.9,99,99,0.15,10528,2.24,2.5,2.5,12.1,1,0,71.4,173.28545
2567,Panama,Central America and Caribbean,2003,20.5,24.1,124.5355,4.92,98,89,25.9,95,98,0.4,7037,3.21,2.2,2.2,8.8,0,1,75.6,23.079224
2568,Botswana,Africa,2009,40.1,55.3,387.5165,5.36,94,83,24.1,96,96,8.27,5287,1.95,8.4,8.2,8.8,0,1,58.4,50.93068
2569,Malaysia,Asia,2012,6.8,8.0,126.1405,0.55,97,99,25.3,97,97,0.16,8889,29.07,7.9,7.7,10.1,0,1,74.9,52.62287
2570,Cabo Verde,Africa,2013,19.2,22.5,129.522,3.73,94,89,24.4,93,93,0.26,3070,0.51,6.9,6.9,5.6,0,1,71.7,12.25654
2571,Angola,Africa,2008,85.5,137.7,288.09,5.19,69,64,22.6,36,69,1.41,3048,21.7,9.5,9.4,4.6,0,1,53.2,21.875593
2572,New Zealand,Oceania,2014,4.7,5.7,68.0,8.98,93,86,27.9,93,93,0.03,38002,4.52,0.4,0.3,12.2,1,0,81.4,68.54706
2573,Netherlands,European Union,2014,3.5,4.1,58.8975,8.38,92,93,25.5,96,96,0.04,44522,16.87,1.0,0.9,12.1,1,0,81.7,122.47893
2574,Chad,Africa,2010,84.1,147.7,382.1715,0.55,39,64,21.6,43,39,0.64,724,11.95,9.4,9.3,1.9,0,1,50.9,14.490141
2575,Nigeria,Africa,2000,109.8,182.9,406.369,11.47,29,64,22.3,31,29,1.39,1451,122.28,14.3,14.4,5.2,0,1,46.3,8.774015
2576,Tajikistan,Asia,2014,33.4,38.4,135.904,0.83,97,98,25.8,94,97,0.11,945,8.25,3.6,3.7,10.6,0,1,69.9,28.839342
2577,Saudi Arabia,Middle East,2005,14.2,16.5,101.6475,0.054,97,97,27.8,96,96,0.13,18683,23.82,7.2,7.3,7.6,0,1,73.3,25.505518
2578,Sao Tome and Principe,Central America and Caribbean,2008,31.9,42.9,200.4685,4.56,99,71,24.3,99,99,0.39,1353,0.17,6.5,6.4,4.7,0,1,66.4,12.647487
2579,Colombia,South America,2009,16.2,18.9,149.414,4.24,92,71,25.6,92,92,0.2,4993,44.75,2.2,2.0,7.3,0,1,75.2,22.74287
2580,"Yemen, Rep.",Middle East,2003,60.0,81.2,248.7515,0.04,38,95,22.6,61,61,0.02,2447,18.99,14.0,13.9,1.6,0,1,62.4,39.688393
2581,Mauritania,Africa,2012,58.8,90.5,208.0,0.0,80,64,24.7,80,80,0.17,1454,3.71,8.3,8.1,4.0,0,1,63.1,10.963502
2582,Jamaica,Central America and Caribbean,2008,16.2,18.9,144.357,3.35,92,80,26.6,91,91,0.63,5240,2.78,1.9,1.7,8.6,0,1,74.1,28.557842
2583,Burkina Faso,Africa,2002,87.6,170.4,322.705,5.48,86,31,21.1,69,69,0.76,462,12.29,11.0,1.6,1.3,0,1,51.4,8.709742
2584,Honduras,Central America and Caribbean,2009,20.6,24.4,155.5755,2.76,97,83,25.9,97,97,0.09,2086,8.15,2.3,2.2,5.2,0,1,73.1,26.02172
2585,Belgium,European Union,2012,3.5,4.3,78.0865,10.09,98,85,26.0,99,99,0.08,39976,11.11,0.9,0.9,11.2,1,0,80.4,132.22269
2586,"Congo, Rep.",Africa,2010,43.0,62.0,308.065,1.75,74,64,22.8,72,74,2.02,2423,4.27,8.1,7.7,6.1,0,1,60.1,20.667032
2587,Panama,Central America and Caribbean,2001,21.4,25.4,124.62,4.9,98,88,25.7,95,99,0.4,6861,3.09,2.3,2.3,8.6,0,1,75.2,23.170668
2588,Malaysia,Asia,2000,8.7,10.2,135.1495,0.56,97,91,23.8,98,98,0.26,6393,23.19,9.8,9.6,8.6,0,1,72.6,53.79274
2589,Spain,European Union,2000,4.4,5.4,83.203,11.61,77,92,26.1,95,95,0.11,23938,40.57,0.6,0.5,8.4,1,0,79.0,129.18619
2590,Guinea,Africa,2002,92.7,150.9,340.4565,0.21,57,64,21.9,56,53,1.28,657,8.59,9.9,9.9,1.5,0,1,51.5,22.592178
2591,Grenada,Central America and Caribbean,2014,14.0,16.0,142.566,7.88,97,92,26.8,81,97,0.4,8601,0.11,3.8,3.8,8.6,0,1,72.5,30.226892
2592,Niger,Africa,2005,78.5,170.2,281.6355,0.096,72,64,21.2,46,45,0.24,411,13.62,11.9,11.8,1.3,0,1,53.4,5.86417
2593,Benin,Africa,2011,68.3,106.7,253.2105,1.47,75,83,23.2,77,75,0.46,990,9.46,7.6,7.5,2.8,0,1,59.6,8.362636
2594,New Zealand,Oceania,2010,5.1,6.1,69.92,9.62,90,86,27.6,93,93,0.04,35394,4.35,0.3,0.3,12.0,1,0,80.7,69.15748
2595,Jamaica,Central America and Caribbean,2010,15.4,18.0,139.9575,2.94,94,56,26.9,94,94,0.58,4889,2.81,1.8,1.7,8.9,0,1,74.0,34.86654
2596,Mexico,North America,2003,21.0,24.9,125.2595,5.01,98,96,27.0,98,98,0.15,8587,103.08,1.9,1.8,7.1,0,1,75.1,27.674541
2597,Cote d'Ivoire,Africa,2015,65.7,90.8,396.458,1.54,83,64,23.7,81,83,0.63,1973,23.23,5.5,5.5,5.0,0,1,56.1,15.201725
2598,Lao PDR,Asia,2012,47.6,61.9,207.3365,6.33,79,65,22.4,78,79,0.16,1795,6.44,9.1,9.2,5.0,0,1,65.3,68.29089
2599,Romania,European Union,2000,18.1,21.6,180.5335,9.0,98,96,24.8,99,99,0.05,4549,22.44,4.0,4.3,9.9,1,0,71.2,149.28766
2600,Denmark,European Union,2011,3.4,4.1,78.101,10.45,88,86,25.3,91,91,0.04,51644,5.57,1.1,0.9,12.7,1,0,79.8,175.66112
2601,Kiribati,Oceania,2010,49.3,64.4,207.2785,0.49,91,21,29.6,95,91,0.17,1366,0.1,0.1,0.1,7.9,0,1,65.8,138.67612
